"id","period_raw","period_date","province_name","projection_value","projection_type","data_source","loaded_at"
5539,"mar-35","2035-03-01","Zamora Chinchipe",127,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5540,"mar-35","2035-03-01","Orellana",885,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5541,"mar-35","2035-03-01","Sucumbios",1115,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5542,"mar-35","2035-03-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5543,"mar-35","2035-03-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5544,"mar-35","2035-03-01","Santa Elena",388,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5545,"abr-35","2035-04-01","Pichincha",138262,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5546,"abr-35","2035-04-01","Guayas",113133,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5547,"abr-35","2035-04-01","Azuay",22158,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5548,"abr-35","2035-04-01","Tungurahua",18872,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5549,"abr-35","2035-04-01","Imbabura",12525,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5550,"abr-35","2035-04-01","Manabi",11562,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5551,"abr-35","2035-04-01","Chimborazo",5599,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5552,"abr-35","2035-04-01","Loja",6924,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5553,"abr-35","2035-04-01","El Oro",5703,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5554,"abr-35","2035-04-01","Santo Domingo",5352,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5555,"abr-35","2035-04-01","Canar",828,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5556,"abr-35","2035-04-01","Los Rios",2592,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5557,"abr-35","2035-04-01","Cotopaxi",2379,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5558,"abr-35","2035-04-01","Pastaza",964,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5559,"abr-35","2035-04-01","Esmeraldas",2156,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5560,"abr-35","2035-04-01","Galapagos",23,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5561,"abr-35","2035-04-01","Napo",219,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5562,"abr-35","2035-04-01","Carchi",173,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5563,"abr-35","2035-04-01","Zamora Chinchipe",129,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5564,"abr-35","2035-04-01","Orellana",899,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5565,"abr-35","2035-04-01","Sucumbios",1115,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5566,"abr-35","2035-04-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5567,"abr-35","2035-04-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5568,"abr-35","2035-04-01","Santa Elena",398,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5569,"may-35","2035-05-01","Pichincha",139904,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5570,"may-35","2035-05-01","Guayas",113347,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5571,"may-35","2035-05-01","Azuay",22158,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5572,"may-35","2035-05-01","Tungurahua",21141,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5573,"may-35","2035-05-01","Imbabura",12717,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5574,"may-35","2035-05-01","Manabi",11697,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5575,"may-35","2035-05-01","Chimborazo",5650,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5576,"may-35","2035-05-01","Loja",6984,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5577,"may-35","2035-05-01","El Oro",5777,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5578,"may-35","2035-05-01","Santo Domingo",5410,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5579,"may-35","2035-05-01","Canar",831,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5580,"may-35","2035-05-01","Los Rios",2619,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5581,"may-35","2035-05-01","Cotopaxi",2390,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5582,"may-35","2035-05-01","Pastaza",974,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5583,"may-35","2035-05-01","Esmeraldas",2199,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5584,"may-35","2035-05-01","Galapagos",23,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5585,"may-35","2035-05-01","Napo",220,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5586,"may-35","2035-05-01","Carchi",176,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5587,"may-35","2035-05-01","Zamora Chinchipe",130,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5588,"may-35","2035-05-01","Orellana",903,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5589,"may-35","2035-05-01","Sucumbios",1115,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5590,"may-35","2035-05-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5591,"may-35","2035-05-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5592,"may-35","2035-05-01","Santa Elena",408,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5593,"jun-35","2035-06-01","Pichincha",141473,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5594,"jun-35","2035-06-01","Guayas",115211,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5595,"jun-35","2035-06-01","Azuay",22456,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5596,"jun-35","2035-06-01","Tungurahua",21319,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5597,"jun-35","2035-06-01","Imbabura",13084,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5598,"jun-35","2035-06-01","Manabi",11835,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5599,"jun-35","2035-06-01","Chimborazo",5714,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5600,"jun-35","2035-06-01","Loja",7074,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5601,"jun-35","2035-06-01","El Oro",5850,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5602,"jun-35","2035-06-01","Santo Domingo",5477,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5603,"jun-35","2035-06-01","Canar",873,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5604,"jun-35","2035-06-01","Los Rios",2657,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5605,"jun-35","2035-06-01","Cotopaxi",2414,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5606,"jun-35","2035-06-01","Pastaza",982,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5607,"jun-35","2035-06-01","Esmeraldas",2230,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5608,"jun-35","2035-06-01","Galapagos",25,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5609,"jun-35","2035-06-01","Napo",221,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5610,"jun-35","2035-06-01","Carchi",177,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5611,"jun-35","2035-06-01","Zamora Chinchipe",132,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5612,"jun-35","2035-06-01","Orellana",914,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5613,"jun-35","2035-06-01","Sucumbios",1115,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5614,"jun-35","2035-06-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5615,"jun-35","2035-06-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5616,"jun-35","2035-06-01","Santa Elena",419,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5617,"jul-35","2035-07-01","Pichincha",142958,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5618,"jul-35","2035-07-01","Guayas",116881,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5619,"jul-35","2035-07-01","Azuay",22784,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5620,"jul-35","2035-07-01","Tungurahua",21545,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5621,"jul-35","2035-07-01","Imbabura",13356,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5622,"jul-35","2035-07-01","Manabi",11991,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5623,"jul-35","2035-07-01","Chimborazo",5805,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5624,"jul-35","2035-07-01","Loja",7162,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5625,"jul-35","2035-07-01","El Oro",5921,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5626,"jul-35","2035-07-01","Santo Domingo",5542,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5627,"jul-35","2035-07-01","Canar",885,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5628,"jul-35","2035-07-01","Los Rios",2728,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5629,"jul-35","2035-07-01","Cotopaxi",2438,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5630,"jul-35","2035-07-01","Pastaza",994,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5631,"jul-35","2035-07-01","Esmeraldas",2262,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5632,"jul-35","2035-07-01","Galapagos",26,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5633,"jul-35","2035-07-01","Napo",222,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5634,"jul-35","2035-07-01","Carchi",181,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5635,"jul-35","2035-07-01","Zamora Chinchipe",136,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5636,"jul-35","2035-07-01","Orellana",921,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5637,"jul-35","2035-07-01","Sucumbios",1115,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5638,"jul-35","2035-07-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5639,"jul-35","2035-07-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5640,"jul-35","2035-07-01","Santa Elena",432,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5641,"ago-35","2035-08-01","Pichincha",144073,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5642,"ago-35","2035-08-01","Guayas",118923,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5643,"ago-35","2035-08-01","Azuay",23215,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5644,"ago-35","2035-08-01","Tungurahua",21723,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5645,"ago-35","2035-08-01","Imbabura",13451,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5646,"ago-35","2035-08-01","Manabi",12211,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5647,"ago-35","2035-08-01","Chimborazo",5900,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5648,"ago-35","2035-08-01","Loja",7289,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5649,"ago-35","2035-08-01","El Oro",6028,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5650,"ago-35","2035-08-01","Santo Domingo",5645,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5651,"ago-35","2035-08-01","Canar",903,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5652,"ago-35","2035-08-01","Los Rios",2771,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5653,"ago-35","2035-08-01","Cotopaxi",2463,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5654,"ago-35","2035-08-01","Pastaza",1014,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5655,"ago-35","2035-08-01","Esmeraldas",2308,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5656,"ago-35","2035-08-01","Galapagos",27,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5657,"ago-35","2035-08-01","Napo",224,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5658,"ago-35","2035-08-01","Carchi",183,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5659,"ago-35","2035-08-01","Zamora Chinchipe",140,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5660,"ago-35","2035-08-01","Orellana",928,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5661,"ago-35","2035-08-01","Sucumbios",1115,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5662,"ago-35","2035-08-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5663,"ago-35","2035-08-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5664,"ago-35","2035-08-01","Santa Elena",445,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5665,"sept-35","2035-09-01","Pichincha",146537,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5666,"sept-35","2035-09-01","Guayas",120161,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5667,"sept-35","2035-09-01","Azuay",23471,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5668,"sept-35","2035-09-01","Tungurahua",21723,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5669,"sept-35","2035-09-01","Imbabura",13453,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5670,"sept-35","2035-09-01","Manabi",12327,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5671,"sept-35","2035-09-01","Chimborazo",5985,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5672,"sept-35","2035-09-01","Loja",7376,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5673,"sept-35","2035-09-01","El Oro",6110,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5674,"sept-35","2035-09-01","Santo Domingo",5713,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5675,"sept-35","2035-09-01","Canar",911,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5676,"sept-35","2035-09-01","Los Rios",2795,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5677,"sept-35","2035-09-01","Cotopaxi",2488,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5678,"sept-35","2035-09-01","Pastaza",1025,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5679,"sept-35","2035-09-01","Esmeraldas",2345,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5680,"sept-35","2035-09-01","Galapagos",27,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5681,"sept-35","2035-09-01","Napo",224,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5682,"sept-35","2035-09-01","Carchi",185,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5683,"sept-35","2035-09-01","Zamora Chinchipe",143,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5684,"sept-35","2035-09-01","Orellana",960,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5685,"sept-35","2035-09-01","Sucumbios",1161,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5686,"sept-35","2035-09-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5687,"sept-35","2035-09-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5688,"sept-35","2035-09-01","Santa Elena",455,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5689,"oct-35","2035-10-01","Pichincha",147931,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5690,"oct-35","2035-10-01","Guayas",121995,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5691,"oct-35","2035-10-01","Azuay",24054,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5692,"oct-35","2035-10-01","Tungurahua",21723,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5693,"oct-35","2035-10-01","Imbabura",13531,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5694,"oct-35","2035-10-01","Manabi",12441,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5695,"oct-35","2035-10-01","Chimborazo",6049,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5696,"oct-35","2035-10-01","Loja",7447,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5697,"oct-35","2035-10-01","El Oro",6162,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5698,"oct-35","2035-10-01","Santo Domingo",5770,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5699,"oct-35","2035-10-01","Canar",921,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5700,"oct-35","2035-10-01","Los Rios",2831,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5701,"oct-35","2035-10-01","Cotopaxi",2500,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5702,"oct-35","2035-10-01","Pastaza",1033,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5703,"oct-35","2035-10-01","Esmeraldas",2373,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5704,"oct-35","2035-10-01","Galapagos",27,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5705,"oct-35","2035-10-01","Napo",224,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5706,"oct-35","2035-10-01","Carchi",188,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5707,"oct-35","2035-10-01","Zamora Chinchipe",144,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5708,"oct-35","2035-10-01","Orellana",960,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5709,"oct-35","2035-10-01","Sucumbios",1161,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5710,"oct-35","2035-10-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5711,"oct-35","2035-10-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5712,"oct-35","2035-10-01","Santa Elena",465,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5713,"nov-35","2035-11-01","Pichincha",149749,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5714,"nov-35","2035-11-01","Guayas",123553,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5715,"nov-35","2035-11-01","Azuay",24396,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5716,"nov-35","2035-11-01","Tungurahua",21723,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5717,"nov-35","2035-11-01","Imbabura",13531,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5718,"nov-35","2035-11-01","Manabi",12636,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5719,"nov-35","2035-11-01","Chimborazo",6130,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5720,"nov-35","2035-11-01","Loja",7505,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5721,"nov-35","2035-11-01","El Oro",6217,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5722,"nov-35","2035-11-01","Santo Domingo",5825,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5723,"nov-35","2035-11-01","Canar",927,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5724,"nov-35","2035-11-01","Los Rios",2933,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5725,"nov-35","2035-11-01","Cotopaxi",2575,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5726,"nov-35","2035-11-01","Pastaza",1044,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5727,"nov-35","2035-11-01","Esmeraldas",2403,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5728,"nov-35","2035-11-01","Galapagos",27,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5729,"nov-35","2035-11-01","Napo",226,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5730,"nov-35","2035-11-01","Carchi",189,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5731,"nov-35","2035-11-01","Zamora Chinchipe",146,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5732,"nov-35","2035-11-01","Orellana",960,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5733,"nov-35","2035-11-01","Sucumbios",1161,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5734,"nov-35","2035-11-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5735,"nov-35","2035-11-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5736,"nov-35","2035-11-01","Santa Elena",475,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5737,"dic-35","2035-12-01","Pichincha",151397,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5738,"dic-35","2035-12-01","Guayas",125490,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5739,"dic-35","2035-12-01","Azuay",24441,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5740,"dic-35","2035-12-01","Tungurahua",21723,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5741,"dic-35","2035-12-01","Imbabura",13591,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5742,"dic-35","2035-12-01","Manabi",12685,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5743,"dic-35","2035-12-01","Chimborazo",6195,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5744,"dic-35","2035-12-01","Loja",7599,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5745,"dic-35","2035-12-01","El Oro",6278,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5746,"dic-35","2035-12-01","Santo Domingo",5893,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5747,"dic-35","2035-12-01","Canar",937,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5748,"dic-35","2035-12-01","Los Rios",2950,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5749,"dic-35","2035-12-01","Cotopaxi",2610,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5750,"dic-35","2035-12-01","Pastaza",1056,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5751,"dic-35","2035-12-01","Esmeraldas",2447,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5752,"dic-35","2035-12-01","Galapagos",27,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5753,"dic-35","2035-12-01","Napo",226,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5754,"dic-35","2035-12-01","Carchi",192,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5755,"dic-35","2035-12-01","Zamora Chinchipe",148,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5756,"dic-35","2035-12-01","Orellana",960,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5757,"dic-35","2035-12-01","Sucumbios",1161,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5758,"dic-35","2035-12-01","Bolivar",448,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5759,"dic-35","2035-12-01","Morona Santiago",450,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5760,"dic-35","2035-12-01","Santa Elena",487,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5761,"ene-36","2036-01-01","Pichincha",153028,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5762,"ene-36","2036-01-01","Guayas",125490,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5763,"ene-36","2036-01-01","Azuay",24687,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5764,"ene-36","2036-01-01","Tungurahua",21723,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5765,"ene-36","2036-01-01","Imbabura",13774,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5766,"ene-36","2036-01-01","Manabi",13334,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5767,"ene-36","2036-01-01","Chimborazo",6517,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5768,"ene-36","2036-01-01","Loja",7679,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5769,"ene-36","2036-01-01","El Oro",6674,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5770,"ene-36","2036-01-01","Santo Domingo",6208,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5771,"ene-36","2036-01-01","Canar",940,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5772,"ene-36","2036-01-01","Los Rios",2950,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5773,"ene-36","2036-01-01","Cotopaxi",2749,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5774,"ene-36","2036-01-01","Pastaza",1143,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
5775,"ene-36","2036-01-01","Esmeraldas",2481,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
